index,event,NClus,foundZ,MBDZ,calculated_centrality,MBD_charge_sum
40429,429,6229,1,1.26205,0.0297106,1507.37
40432,432,3187,-21.4,-23.1556,0.164058,974.526
40436,436,92,-6.4,-7.93606,0.803246,38.2221
40438,438,51,-0.8,-0.907732,0.935539,8.40145
40439,439,1610,-9,-9.69003,0.379705,454.161
40443,443,3225,-3.4,-3.80496,0.189387,895.952
40446,446,1174,0.2,0.0997225,0.448901,338.323
40448,448,5,10.8,-7.58071,0.91021,12.2531
40450,450,171,-0.6,-1.67976,0.652718,114.603
40451,451,2365,-9,-9.90574,0.269723,686.373
40454,454,4696,-5.4,-5.38867,0.129725,1091.73
40456,456,0,0,2.65998,1,3.83014
40457,457,181,-2.2,-1.98061,0.675591,97.5327
40458,458,2684,-9,-9.87809,0.231409,779.884
40459,459,2552,18.2,18.7971,0.17905,929.201
40461,461,1637,1.08247e-15,-0.0272467,0.358742,491.026
40465,465,6421,15.6,16.9026,0.000802555,1785.11
40467,467,4817,1.08247e-15,0.522759,0.0893244,1241.57
40469,469,932,-22,-23.3702,0.503347,259.581
40472,472,928,8.8,9.24851,0.448901,337.875
40475,475,75,1.2,-1.27781,0.778334,46.3539
40476,476,1391,-5,-5.39299,0.413155,398.98
40477,477,4493,-13,-13.7364,0.110143,1164.42
40478,478,2,8.6,9.43256,0.965137,5.43195
40479,479,4287,3.4,3.30776,0.152598,1012.5
40481,481,450,2.6,2.42458,0.595801,161.402
40483,483,206,-21.8,-22.9969,0.715478,73.0439
40484,484,494,6.4,6.36011,0.55288,206.536
40485,485,73,-2.4,-3.40781,0.749635,57.1465
40487,487,109,-1.2,-1.83438,0.749635,56.8111
40489,489,1679,-5,-5.50027,0.37131,468.672
40490,490,2744,-15.2,-16.2632,0.258327,711.152
40492,492,1220,-2.8,-3.3316,0.420025,384.052
40494,494,4983,-8.4,-9.008,0.0874464,1251.76
40495,495,893,-7.8,-8.79664,0.433894,360.59
40496,496,3042,-3,-3.04143,0.212324,832.85
40498,498,2733,-9.8,-10.4932,0.253495,723.115
40499,499,3048,-2,-2.20091,0.205213,852.963
40500,500,1195,-25.2,-27.3493,0.393926,429.447
40502,502,1220,-5.6,-6.14821,0.369143,473.227
40503,503,176,-1.4,0.101361,0.803246,36.5326
40507,507,632,-5.6,-5.63233,0.595801,160.89
40508,508,7197,-7.4,-7.86495,0.0355211,1479.89
40513,513,103,-4.8,-5.84395,0.790501,41.4029
40514,514,6752,4,4.09114,0.0213801,1550.67
40516,516,0,0,-8.04966,1,2.34989
40518,518,939,-15.2,-17.2054,0.382225,448.745
40519,519,490,-7.8,-8.7907,0.583073,175.42
40520,520,15,-1.8,-3.77203,0.91021,14.7907
40521,521,28,-10,-11.7082,0.888188,17.7926
40524,524,1742,-3.8,-4.484,0.382225,447.476
40525,525,5049,1,1.28735,0.100368,1199.2
40526,526,3528,-8.6,-9.47162,0.216834,819.989
40527,527,630,-7.2,-7.82629,0.519703,242.254
40528,528,49,2.2,4.77455,0.965137,4.48146
40529,529,6582,5.8,6.51374,0.002199,1734.25
40531,531,4045,-3.8,-3.92855,0.11125,1157.73
40534,534,264,5,4.46178,0.641466,122.742
40536,536,84,-14,-14.8563,0.803246,39.2877
40537,537,1649,-12.4,-12.5421,0.311279,586.845
40540,540,243,-5.4,-5.1998,0.694275,85.7822
40543,543,5248,-5.8,-6.39227,0.062198,1360.19
40544,544,4722,-7.4,-7.85426,0.105857,1178.32
40545,545,6112,-9.2,-9.7435,0.0576235,1381.22
40547,547,11,-3.2,-2.97377,0.935539,8.0551
40550,550,3677,1.8,2.11635,0.216834,822.349
40551,551,17,-2.4,-3.12098,0.91021,14.2268
40556,556,3640,-13.4,-14.5576,0.193721,884.294
40557,557,6524,-4.6,-4.75162,0.0541083,1393.68
40558,558,4767,-6.2,-6.42217,0.0802234,1279.4
40561,561,2343,-5,-5.83891,0.322675,564.672
40563,563,88,12.2,13.9078,0.687036,88.4103
40565,565,2200,-10.8,-10.6879,0.334104,541.786
40568,568,3626,2.8,3.46012,0.220815,808.446
40570,570,784,-7,-6.70672,0.475899,297.441
40571,571,479,-0.8,-6.13604,0.618257,143.452
40572,572,4661,-23,-24.3163,0.0649909,1348.56
40574,574,16,1.6,2.29691,0.965137,6.67569
40578,578,5840,-9.4,-9.53614,0.0233223,1540.01
40579,579,4544,-1.8,-1.9533,0.0974944,1213.47
40582,582,486,-13.4,-14.4796,0.62747,135.455
40583,583,120,-17.4,-17.8664,0.701,79.9148
40585,585,5334,2.4,2.5902,0.0774305,1292.28
40586,586,1330,15.6,16.2327,0.344585,521.997
40587,587,3441,-20.2,-21.4574,0.157365,996.082
40590,590,1064,3.8,3.65497,0.422497,380.757
40591,591,597,0.2,0.553614,0.632606,130.394
40592,592,1795,-6,-6.27641,0.356704,495.382
40593,593,1069,-4.2,-4.4591,0.438869,354.205
40598,598,195,-5.2,-5.21328,0.701,80.7327
40599,599,542,-24.4,-26.4728,0.47874,293.843
40603,603,1409,9,9.25547,0.37131,470.329
40604,604,19,-25.8,-21.5292,0.935539,8.37632
40606,606,4425,-18.8,-19.6212,0.10361,1189.24
40607,607,2901,-37.2,-38.2887,0.168697,959.691
40610,610,1236,-29.8,-31.1033,0.379705,453.586
40611,611,664,-6.6,-6.57851,0.549285,210.655
40612,612,26,-1.8,4.27663,0.965137,4.84369
40615,615,55,2.4,0.466574,0.935539,10.5265
40620,620,4861,-6.4,-6.23087,0.0930162,1228.95
40621,621,5944,-21.2,-22.4804,0.0391647,1462.02
40623,623,369,6.8,7.13455,0.583073,172.806
40624,624,235,-7.8,-8.86093,0.664098,107.349
40625,625,4162,-4.8,-4.95189,0.127462,1099.83
40626,626,3,0,-7.39753,0.935539,9.30698
40627,627,302,-27,-29.5868,0.574951,183.062
40628,628,2051,-1.6,-1.79093,0.28648,643.903
40629,629,40,-5,-4.5062,0.778334,46.1241
40630,630,5701,13.6,14.4848,0.0632253,1354.68
40632,632,1836,-4.2,-4.39783,0.32664,555.095
40633,633,29,-3.6,-6.16939,0.91021,12.4243
40634,634,306,-5.4,-6.12112,0.758286,52.501
40636,636,772,-6.6,-7.46909,0.509623,252.668
40637,637,1083,-1.6,-0.512598,0.50012,264.885
40640,640,1,0,-8.88184,0.935539,8.08079
40642,642,3786,0.2,0.275419,0.205213,853.265
40643,643,1197,-16.8,-18.3631,0.393926,430.415
40644,644,3947,-26,-27.2126,0.113465,1150.82
40645,645,570,-8.8,-9.15238,0.578931,177.854
40646,646,269,2,3.16896,0.749635,56.5429
40647,647,951,14,14.3655,0.484808,286.3
40648,648,10,-13.2,-10.0602,0.965137,5.51269
40649,649,4329,-5.2,-5.33082,0.144637,1040.04
40651,651,372,7.8,8.57418,0.675591,98.4486
40652,652,3687,-13.6,-14.7603,0.152598,1010.69
40655,655,1657,-2.8,-3.25588,0.332226,543.332
40656,656,2236,-1,-1.06692,0.281296,655.402
40657,657,4920,2.4,2.63707,0.128569,1097.45
40659,659,76,-32.8,-32.0722,0.866583,23.0778
40660,660,4625,-2.2,-2.4134,0.139051,1060.2
40661,661,88,7.8,8.7052,0.768126,48.8617
40662,662,490,-21.2,-21.7077,0.563169,192.399
40663,663,3865,-12,-12.4517,0.160094,988.536
40664,664,374,-31.4,-31.9271,0.609043,148.722
40666,666,4194,-13.2,-13.8156,0.13072,1086.74
40667,667,6821,-6,-5.87689,0.0161153,1583.8
40668,668,809,-1.6,-1.38409,0.503347,262.726
40669,669,3384,-21,-21.8453,0.153946,1009.77
40671,671,567,-8.6,-9.30016,0.591323,164.623
40672,672,106,22.8,23.695,0.831945,29.6915
40673,673,4030,-23.4,-24.8723,0.128569,1094.38
40675,675,83,2.6,3.17534,0.778334,46.3394
40676,676,252,-1.6,-0.752927,0.749635,57.5478
40677,677,88,-12.8,-12.2278,0.848012,26.6619
40678,678,7024,3.6,4.47376,0.00487954,1685.66
40680,680,463,16.6,17.3136,0.62747,134.692
40682,682,214,-16.6,-17.4912,0.740389,62.7223
40683,683,38,-3.6,-3.43818,0.965137,7.01101
40684,684,860,-5,-5.18972,0.444054,345.154
40685,685,3484,10,10.4031,0.144637,1038.86
40687,687,59,-6,-6.52426,0.888188,18.0444
40688,688,118,-5.2,-4.47444,0.790501,41.7986
40689,689,3295,0.8,0.856316,0.193721,883.611
40691,691,1919,-10.8,-11.605,0.307186,596.472
40692,692,1179,2.6,3.00353,0.451646,333.258
40693,693,654,13,14.0084,0.559654,198.99
40694,694,326,-18,-17.8923,0.62747,132.971
40695,695,146,0.4,1.21361,0.803246,38.1737
40696,696,37,-4.4,-1.69012,0.91021,12.9083
40697,697,6,0,-5.10985,0.965137,6.38984
40699,699,1579,-18,-19.7172,0.369143,474.888
40700,700,0,0,-4.56901,1,2.96242
40703,703,6504,10.2,11.3243,0.00443011,1694.65
40704,704,50,1.2,-1.59385,0.935539,9.27151
40706,706,165,-10.6,-11.6261,0.723664,69.4711
40708,708,402,7.6,8.39848,0.55288,205.677
40711,711,28,1.08247e-15,3.46065,0.965137,6.87782
40713,713,1277,-1,-1.22395,0.386928,441.695
40715,715,666,5.4,5.66011,0.595801,163.631
40717,717,1024,-11,-11.4018,0.519703,241.901
40720,720,1438,-6,-6.31047,0.388886,437.814
40721,721,19,-2.2,-5.28869,1,2.95408
40722,722,3249,7.6,8.1522,0.18332,915.512
40724,724,1055,-5.2,-5.49377,0.50012,266.174
40726,726,59,-3.2,-2.16445,0.803246,38.5428
40727,727,735,8.2,9.09019,0.512833,248.899
40728,728,208,-12.6,-12.1605,0.591323,165.682
40729,729,405,1.6,1.79422,0.595801,161.213
40730,730,462,-11.8,-12.036,0.618257,142.288
40733,733,279,-6.6,-7.06116,0.723664,70.4511
40734,734,2205,-18.6,-19.0305,0.282981,651.542
40735,735,92,3.4,3.57892,0.790501,40.5702
40736,736,99,-5.4,-3.49511,0.723664,71.4688
40737,737,234,-13.8,-14.5453,0.731866,64.9129
40739,739,545,0.4,-0.648215,0.566925,191.431
40740,740,1078,-2.6,-2.93842,0.451646,333.049
40742,742,98,0.6,0.59201,0.803246,39.0727
40745,745,79,-14.8,-15.7241,0.831945,31.282
40746,746,1843,-2.2,-2.18397,0.354424,499.604
40749,749,49,-10.2,-11.0403,0.848012,26.5049
40751,751,988,-1.8,-2.20776,0.496942,269.25
40753,753,340,-2.6,-2.53147,0.701,80.5729
40755,755,765,-5,-5.05625,0.55288,204.162
40756,756,556,11,11.6616,0.541805,217.144
40757,757,966,-10.6,-11.185,0.496942,270.043
40759,759,3274,15,15.9464,0.164058,975.796
40762,762,689,-15.6,-17.3075,0.433894,361.108
40763,763,1953,-4.8,-5.24384,0.300188,614.203
40765,765,4727,-4.2,-4.4829,0.168697,960.425
40768,768,1611,1.8,1.82435,0.344585,519.103
40769,769,3793,2.8,2.72506,0.125295,1109.62
40770,770,3706,-7.6,-8.43659,0.151619,1017.67
40774,774,6049,-6.2,-5.88678,0.0432738,1441.46
40775,775,49,-13.4,8.79664,0.965137,6.33489
40776,776,1339,1.8,1.59663,0.410732,402.05
40778,778,1762,-3.6,-3.84963,0.382225,447.924
40779,779,109,-11.8,-15.1251,0.817226,32.1312
40780,780,2420,2.8,3.32631,0.274618,673.508
40782,782,79,-2.4,-2.91216,0.707998,76.8732
40783,783,923,-8.2,-9.48148,0.51622,246.229
40785,785,2002,-17,-18.6247,0.309144,593.735
40788,788,2520,-0.6,-0.692192,0.32083,570.539
40789,789,341,-2.8,-2.22669,0.701,80.4029
40790,790,6707,-9.6,-9.31621,0.0136274,1598.77
40792,792,209,-1.6,-1.2347,0.68145,93.5066
40793,793,173,-1,-1.41812,0.694275,86.421
40794,794,321,-6.8,-7.82143,0.675591,97.3429
40795,795,1898,6.2,6.62073,0.281296,655.029
40796,796,112,-0.4,-0.888884,0.740389,62.4527
40797,797,2541,-2.8,-3.23249,0.300188,613.997
40801,801,130,-1,-0.00380476,0.731866,64.3127
40802,802,151,-6,-6.7072,0.694275,85.5005
40804,804,2729,-1.2,-1.51451,0.247043,740.877
40806,806,215,-25.8,-15.688,0.803246,35.9552
40807,807,853,-16.8,-17.657,0.484808,287.116
40810,810,324,-11.6,-11.9582,0.591323,165.368
40812,812,1715,-19.4,-19.9841,0.340428,527.613
40813,813,849,-2.2,-3.10072,0.530601,228.63
40814,814,1417,-6.4,-7.15184,0.431598,366.191
40815,815,3751,-1.8,-1.49742,0.157365,995.346
40817,817,1169,-21.4,-22.762,0.396302,425.05
40818,818,442,0.2,0.458048,0.591323,163.892
40819,819,4114,13.2,13.8058,0.120752,1125.34
40822,822,4040,-13,-14.2865,0.117382,1136.95
40823,823,649,-7,-7.77972,0.52325,237.344
40824,824,236,4.8,4.27733,0.778334,46.38
40825,825,3651,6.8,7.60851,0.16974,957.651
40826,826,36,2.2,2.73189,0.888188,17.221
40827,827,47,5.2,6.0353,0.91021,14.8537
40830,830,5814,-2,-2.31912,0.0963708,1217.09
40832,832,1608,-11.6,-12.4855,0.40566,409.599
40833,833,1147,-0.4,-0.193571,0.481934,290.135
40834,834,2483,-0.8,-1.20071,0.239129,759.033
40836,836,2612,-19.8,-21.1744,0.309144,594.294
40837,837,68,-16.2,-16.9212,0.831945,31.6915
40839,839,72,-3.6,-1.67669,0.888188,16.3233
40840,840,190,6.2,7.48028,0.740389,62.3137
40841,841,8,0,-33.636,0.91021,15.6197
40842,842,3867,-19.6,-20.3811,0.116531,1140.79
40843,843,420,-11.6,-13.3997,0.604501,155.118
40844,844,5276,-7.2,-7.18892,0.10361,1189.13
40845,845,0,0,5.47211,0.965137,4.80086
40846,846,1300,-6.6,-7.82321,0.415563,392.255
40848,848,3057,9.2,9.81432,0.212324,833.1
40850,850,847,-7.4,-7.27875,0.545641,212.062
40851,851,1931,-5.8,-6.30891,0.279594,662.174
40854,854,222,-2,-2.49596,0.749635,58.484
40855,855,395,-6.2,-1.17512,0.62747,135.469
40857,857,5958,-4,-4.05557,0.0194058,1561.35
40859,859,118,-18,-19.1185,0.749635,58.7663
40861,861,2648,11.6,11.9888,0.232757,775.322
40863,863,0,0,-12.491,1,2.7859
40865,865,0,0,-15.6066,1,2.10362
40866,866,2184,-11.6,-12.0419,0.276095,670.349
40867,867,1542,-6.8,-7.50008,0.407955,403.424
40873,873,1243,0.4,0.306106,0.413155,395.976
40875,875,144,-12.8,-12.2746,0.707998,77.7803
40877,877,141,-7,-7.87592,0.803246,37.4044
40878,878,1388,6.6,6.63125,0.451646,331.564
40881,881,2,0,-10.1519,0.935539,10.5252
40884,884,3335,-2.6,-3.229,0.142325,1049.66
40885,885,6896,4.4,5.10862,0.0079774,1645.41
40886,886,174,-6,-6.32126,0.687036,89.2009
40887,887,2738,-4.4,-5.30282,0.234426,771.556
40889,889,2763,-17.2,-18.064,0.181923,919.527
40891,891,4469,-10.6,-11.1532,0.102631,1192.12
40892,892,2610,4,3.86504,0.240686,755.79
40894,894,1406,-1.8,-2.76757,0.393926,427.147
40895,895,914,11.2,11.6014,0.473379,300.042
40897,897,1431,10,10.6618,0.431598,366.145
40898,898,36,-18.8,-19.5721,0.778334,46.225
40903,903,298,-1.4,-2.20347,0.658432,110.788
40904,904,642,-6.4,-7.89246,0.50012,265.271
40905,905,138,6.8,6.14676,0.848012,26.8044
40909,909,438,-14,-15.0534,0.62747,132.555
40910,910,3655,-13.8,-14.3434,0.206722,849.751
40911,911,483,-25,-27.0348,0.583073,175.352
40912,912,113,8.8,8.05816,0.749635,58.1527
40916,916,839,-4,-4.12847,0.509623,252.745
40917,917,4923,4.8,5.05999,0.0523266,1401.37
40918,918,7340,-8.4,-8.78776,0.0247348,1531.58
40919,919,745,-9.6,-9.91285,0.519703,240.731
40920,920,419,-13.8,-14.073,0.664098,104.541
40923,923,1464,-5.8,-6.21655,0.398693,419.547
40924,924,570,-14.2,-14.9318,0.641466,121.75
40925,925,5228,-2.2,-2.49953,0.0541083,1393.38
40928,928,2,0,7.10589,1,3.83163
40929,929,3446,-19.4,-19.9589,0.152598,1011.05
40930,930,3192,2.6,2.98765,0.172228,946.561
40932,932,6677,-0.6,0.00907657,0.00487954,1687.15
40933,933,756,-7.8,-7.7567,0.549285,208.188
40938,938,4623,-0.2,-0.0522668,0.0793406,1282.36
40939,939,3811,5.4,5.52698,0.122823,1114.96
40942,942,2132,-8.2,-8.67601,0.274618,673.4
40943,943,124,5.2,5.31365,0.778334,45.5556
40948,948,0,0,-16.8549,0.888188,18.6576
40949,949,3,0,3.72448,0.848012,25.3266
40950,950,66,-10.2,-6.84052,0.831945,28.5557
40951,951,5153,0.6,0.517238,0.0902393,1238.37
40954,954,6891,-4.2,-4.18146,0.0494214,1415.52
40956,956,3305,-5.4,-5.27798,0.212324,832.012
40957,957,77,-7.2,-6.89152,0.758286,54.3036
40960,960,1056,2.2,2.50671,0.487697,282.362
40963,963,0,0,8.92557,1,1.87297
40964,964,257,-3.8,-2.92694,0.658432,109.716
40966,966,5087,0.4,0.326377,0.105857,1180.57
40967,967,38,-2.8,-2.56103,0.817226,32.2262
40969,969,3100,-16.4,-17.6868,0.186867,904.696
40970,970,19,-3.8,-6.06001,0.790501,41.871
40971,971,1641,7.4,7.6851,0.296608,620.335
40974,974,308,2.6,3.35195,0.632606,130.446
40975,975,416,-7.2,-7.69413,0.604501,155.228
40977,977,1879,-1.8,-2.49978,0.365002,479.356
40982,982,12,11.8,9.07814,1,3.90414
40983,983,5895,-2.8,-2.60412,0.00964672,1630.3
40985,985,548,10.4,10.9808,0.578931,178.36
40986,986,103,14.2,16.6975,0.803246,38.619
40987,987,50,1.8,0.0306489,0.866583,22.4197
40988,988,4592,-2.8,-2.7216,0.101507,1195.76
40992,992,2082,11.8,12.1651,0.311279,589.26
40993,993,79,-14.4,-12.784,0.888188,19.5152
40995,995,36,-6.6,-5.88039,0.866583,22.3337
40997,997,2314,5.8,5.43301,0.289915,636.616
41000,1000,3044,-6.2,-6.89414,0.216834,819.872
41005,1005,70,-6.2,-7.32151,0.91021,14.2085
41006,1006,351,-24.4,-25.5362,0.613602,143.857
41007,1007,7104,-3.2,-2.84516,0.0167092,1578.76
41009,1009,340,-9.4,-10.4384,0.632606,131.063
41010,1010,1587,-2,-2.27221,0.45415,327.659
41012,1012,609,-4.6,-4.50351,0.591323,165.694
41016,1016,299,3.4,3.3742,0.664098,104.798
41018,1018,152,-1.2,-0.928633,0.647181,116.539
41020,1020,1131,-3.2,-3.31535,0.407955,405.676
41023,1023,576,7.8,8.39275,0.519703,240.31
41025,1025,1503,-15,-15.8919,0.37131,468.401
41026,1026,4837,-2.2,-2.06191,0.134251,1075.97
41027,1027,307,-14.2,-14.7893,0.609043,149.496
41029,1029,183,7.4,6.29987,0.758286,54.66
41030,1030,94,-3.8,-3.42647,0.778334,47.4349
41032,1032,57,-4.2,-7.5813,0.866583,21.6447
41033,1033,569,-3.4,-3.82841,0.50622,257.401
41034,1034,825,-12.8,-13.8103,0.527183,232.32
41038,1038,3716,-4.2,-4.40967,0.164058,975.221
41042,1042,2,0,0.979188,0.935539,9.32326
41043,1043,3426,-3.8,-4.01082,0.181923,922.031
41044,1044,69,-10,-10.976,0.888188,17.8476
41045,1045,250,-7.2,-7.75152,0.647181,115.947
41049,1049,5244,-12,-11.9349,0.033932,1487.06
41050,1050,408,-6.4,-6.16193,0.664098,105.021
41051,1051,250,-3.6,-4.16254,0.715478,72.7205
41053,1053,3,0,1.83836,1,1.64307
41054,1054,465,-16.2,-17.2153,0.600103,158.981
41055,1055,240,11.4,12.1114,0.670086,103.458
41056,1056,4189,1.4,1.59731,0.122823,1114.09
41061,1061,21,-2.4,0.885708,0.831945,29.2294
41064,1064,520,-16.4,-16.5259,0.600103,156.528
41065,1065,1052,-1,-0.907804,0.431598,364.804
41066,1066,4048,-13.8,-14.783,0.135295,1072.61
41068,1068,4257,-0.4,-0.525635,0.127462,1100.92
41069,1069,2062,-1,-1.2224,0.348405,513.1
41070,1070,172,-12.4,-13.7169,0.790501,41.2399
41071,1071,48,4,5.33386,0.888188,16.6112
41075,1075,1255,-6.4,-7.21933,0.465289,311.823
41076,1076,24,8.8,8.49916,0.888188,16.139
41077,1077,1046,28.4,-1.96604,0.68145,92.7119
41084,1084,260,1.8,1.86624,0.707998,78.4091
41085,1085,3895,-4.2,-4.09066,0.110143,1162.5
41086,1086,1054,-10.6,-11.553,0.422497,382.317
41087,1087,2,-0.4,-0.402632,1,3.94428
41088,1088,247,-14.6,-15.4546,0.694275,87.119
41089,1089,4436,-19.6,-20.1716,0.0692766,1327.89
41090,1090,70,-7.4,-9.3419,0.888188,17.4901
41092,1092,6,0,-21.9771,0.935539,8.89916
41093,1093,1656,-0.4,-0.742078,0.37131,467.746
41094,1094,2452,11.8,12.2606,0.291568,633.431
41096,1096,1291,2,2.03846,0.436446,355.716
41097,1097,368,-3,-4.05068,0.675591,96.9371
41098,1098,214,-7.8,-8.76156,0.758286,53.0638
41101,1101,0,0,2.94675,0.965137,4.88542
41102,1102,7232,-2,-1.74407,0.015377,1586.19
41104,1104,76,-12.6,-12.0742,0.935539,10.8925
41106,1106,6177,-11.8,-12.4429,0.072856,1312.17
41107,1107,14,-2.8,-4.01575,0.91021,12.4877
41108,1108,46,-19.8,-18.329,0.817226,34.6663
41109,1109,248,-15,-16.0968,0.670086,102.39
41110,1110,474,-2.4,-2.4931,0.749635,57.4514
41111,1111,1727,-10.6,-11.2782,0.358742,493.94
41112,1112,2664,11.4,12.019,0.156065,1000.32
41113,1113,5,0,-6.2211,0.965137,6.41511
41118,1118,1470,25,26.28,0.396302,423.486
41120,1120,351,10.4,12.0463,0.652718,112.531
41122,1122,347,3.2,2.90746,0.595801,161.995
41124,1124,2115,-19.4,-19.8211,0.189387,897.332
41125,1125,6263,-6.8,-6.51355,0.0189564,1565.02
41126,1126,2018,-17.8,-19.6935,0.253495,723.03
41128,1128,1,0,17.5497,0.965137,4.26372
41131,1131,1664,3.4,3.38303,0.336046,537.093
41132,1132,5736,5,5.89184,0.0456172,1429.28
41133,1133,1608,-3,-3.55114,0.382225,450.296
41134,1134,4,0,-14.5335,1,2.87686
41135,1135,5759,1.6,1.87582,0.0181538,1569.64
41136,1136,497,-4.6,-5.12896,0.578931,177.632
41138,1138,5319,-10.8,-11.1336,0.108971,1167.98
41139,1139,3397,4.8,4.67806,0.181923,918.971
41140,1140,10,0,-10.9933,0.888188,17.6498
41142,1142,1166,-10.4,-10.7883,0.427184,371.687
41143,1143,4845,-18.6,-18.9236,0.0233223,1539.08
41144,1144,719,7.6,7.37144,0.541805,217.794
41145,1145,781,-6.4,-7.1996,0.459511,320.652
41146,1146,150,-8.4,-10.4216,0.687036,90.6517
41147,1147,626,-7.8,-7.8283,0.534181,225.159
41148,1148,15,-3.2,-3.55606,0.91021,15.5584
41149,1149,17,-13,-8.06243,0.817226,34.7685
41156,1156,1798,-9,-10.0392,0.350315,509.025
41159,1159,3093,-1.2,-1.34216,0.239129,759.512
41160,1160,547,8,8.62764,0.604501,153.099
41161,1161,990,6.4,6.69249,0.433894,360.577
41163,1163,3023,-7.4,-8.19286,0.250333,733.804
41164,1164,20,2,4.85696,1,3.43865
41167,1167,4023,-9.2,-10.0588,0.146659,1032.45
41169,1169,2529,-1.6,-2.13437,0.231409,781.914
41172,1172,5123,0.8,0.848822,0.102631,1190.33
41173,1173,2408,5.6,5.76417,0.258327,714.043
41177,1177,3751,7.6,7.95401,0.159002,992.283
41178,1178,60,11.8,12.2689,1,3.5974
41179,1179,6348,-17.4,-18.279,0.0167092,1578.07
41180,1180,3994,13.6,14.8542,0.114621,1149.5
41181,1181,1337,-4,-4.06108,0.424728,377.35
41183,1183,1528,-4.6,-4.69702,0.40566,410.031
41184,1184,558,-3.6,-3.7721,0.591323,166.607
41185,1185,702,10.2,10.2415,0.50622,258.538
41189,1189,25,-0.4,-0.862431,0.866583,20.6423
41193,1193,4371,4.6,4.93416,0.152598,1010.24
41194,1194,378,-10,-11.0535,0.622622,137.261
41195,1195,41,-10.2,-12.3615,0.91021,12.8096
41196,1196,40,-1.8,-3.38912,0.831945,28.9923
41197,1197,3902,-6,-6.09859,0.153946,1009.77
41198,1198,4167,-2.2,-2.09826,0.118698,1130.09
41200,1200,199,-4.8,-5.36167,0.749635,58.1432
41202,1202,0,0,9.2345,0.888188,18.1005
41203,1203,569,2,1.86787,0.570874,186.747
41205,1205,3868,-5.2,-5.55205,0.148023,1029.18
41206,1206,3885,-1.8,-2.01814,0.145616,1035.18
41210,1210,18,8.6,8.07507,0.866583,21.082
41214,1214,1543,-16.8,-17.7353,0.330476,547.403
41217,1217,257,-4.8,-5.0852,0.731866,67.3929
41219,1219,4268,-5.2,-5.74292,0.159002,992.052
41220,1220,105,-9.4,-11.1077,0.817226,33.8034
41222,1222,878,2.4,2.83146,0.50622,256.832
41223,1223,375,4.6,4.1005,0.587117,170.347
41224,1224,5432,5.6,6.11795,0.0567888,1384.61
41227,1227,0,0,-4.62222,0.935539,11.5518
41228,1228,536,-8.2,-8.05189,0.591323,165.782
41229,1229,4172,-17.8,-18.1986,0.162758,981.063
41230,1230,298,-3,-2.52802,0.758286,55.2511
41233,1233,23,-8,19.0464,0.888188,16.5122
41234,1234,5974,-0.6,-0.530189,0.0504647,1410.91
41235,1235,6026,-12.4,-12.8441,0.0346543,1482.51
41236,1236,185,0.8,0.507478,0.817226,34.4303
41238,1238,1,0,-4.13611,0.91021,14.283
41239,1239,205,-11.2,-11.9701,0.647181,117.212
41240,1240,110,5.2,6.38043,0.758286,53.7362
41241,1241,1960,-5.2,-5.66556,0.298567,614.9
41242,1242,532,-11,-11.2159,0.566925,191.387
41244,1244,180,-9.4,-9.68937,0.687036,90.4775
41245,1245,6387,4,4.81543,0.0174315,1575.38
41246,1246,1884,-1.2,4.53351,0.356704,498.86
41249,1249,4612,-3,-3.36001,0.127462,1100.6
41250,1250,2757,4.6,4.75724,0.268134,687.974
41251,1251,0,0,-18.7913,0.965137,5.85236
41257,1257,61,-1,-1.15796,0.866583,21.3471
41258,1258,2313,-0.4,-0.573351,0.309144,593.127
41261,1261,0,0,-17.3313,1,2.47142
41263,1263,459,-15.4,-15.5896,0.583073,175.435
41264,1264,2430,-23.6,-25.881,0.226786,792.667
41267,1267,10,-13.6,-2.96974,0.965137,4.39806
41268,1268,65,-16.6,-19.8793,0.831945,31.6769
41269,1269,30,-11,-13.4584,0.831945,28.4761
41271,1271,410,-20.8,-22.5162,0.595801,162.604
41272,1272,62,5,6.73067,0.817226,32.3167
41274,1274,1979,-2,-1.91295,0.318663,571.368
41275,1275,179,-1.2,-1.72873,0.707998,77.0175
41276,1276,3512,-0.6,-0.702715,0.220815,809.869
41277,1277,3622,-17.2,-18.7849,0.160094,989.112
41283,1283,259,6.2,6.83096,0.613602,146.624
41286,1286,1,0,1.9099,1,3.08893
41290,1290,205,3.6,3.49855,0.701,80.9268
41291,1291,33,-10.4,-10.1345,0.817226,35.9151
41293,1293,451,3.8,3.9868,0.587117,168.785
41294,1294,1164,3.6,4.05211,0.490763,275.638
41296,1296,332,-2.2,-3.04982,0.694275,86.7212
41304,1304,2558,5.4,5.79212,0.289915,635.818
41305,1305,1891,-14.2,-15.8347,0.352354,504.037
41307,1307,571,-17.6,-18.7415,0.538274,220.461
41308,1308,5114,-10,-10.4046,0.0441566,1440.28
41309,1309,3641,-3.6,-3.9823,0.173577,944.656
41312,1312,309,8.4,9.0629,0.758286,54.2993
41314,1314,1807,9.4,10.4059,0.365002,482.966
41315,1315,6100,-6,-6.224,0.031396,1500.74
41318,1318,2629,1.4,1.42114,0.281296,657.298
41319,1319,37,-7.4,-0.242962,0.935539,8.00436
41321,1321,385,5.2,5.56716,0.636956,127.347
41324,1324,2705,3,3.27297,0.277684,663.693
41326,1326,33,-17,-13.4662,0.848012,25.1302
