index,event,NClus,foundZ,trueZ,chargeSum,centrality
71735,1735,3828,nan,-3.00799,966.808,nan
71737,1737,1787,nan,-2.24809,458.449,nan
71738,1738,1048,nan,-16.3665,325.556,nan
71739,1739,309,nan,-3.88898,77.1519,nan
71742,1742,3072,nan,6.88121,1008,nan
71743,1743,200,nan,-12.2346,82.5958,nan
71744,1744,541,nan,-18.3362,193.915,nan
71745,1745,380,nan,2.56325,86.9023,nan
71747,1747,3715,nan,-8.44794,1260.51,nan
71751,1751,6468,nan,-2.97652,1642,nan
71752,1752,6490,nan,0.171385,1646.5,nan
71754,1754,3120,nan,-10.4589,875.907,nan
71755,1755,1468,nan,2.03914,336.268,nan
71756,1756,1717,nan,-19.4064,505.038,nan
71759,1759,0,nan,3.82414,5.89994,nan
71760,1760,448,nan,-8.51524,132.415,nan
71761,1761,1131,nan,-6.58267,393.992,nan
71762,1762,74,nan,-6.41003,13.9605,nan
71763,1763,924,nan,14.2294,248.712,nan
71767,1767,77,nan,4.36081,27.5305,nan
71770,1770,2825,nan,5.13624,721.731,nan
71772,1772,572,nan,-5.49219,175.176,nan
71774,1774,3141,nan,-1.75292,909.95,nan
71775,1775,222,nan,-0.185552,64.0299,nan
71776,1776,1691,nan,-13.0198,510.57,nan
71777,1777,37,nan,-3.50977,6.379,nan
71778,1778,134,nan,-3.05354,51.9184,nan
71781,1781,755,nan,-25.7537,393.169,nan
71782,1782,0,nan,26.1289,2.24866,nan
71784,1784,70,nan,7.54246,24.0269,nan
71785,1785,1713,nan,-4.57304,587.163,nan
71788,1788,5638,nan,-9.32549,1367.04,nan
71789,1789,1676,nan,-12.2282,477.924,nan
71790,1790,602,nan,7.21944,208.796,nan
71791,1791,2977,nan,-6.15221,803.473,nan
71793,1793,6595,nan,-0.436453,1500.54,nan
71794,1794,3492,nan,-14.3945,886.542,nan
71796,1796,184,nan,-2.65657,48.5997,nan
71797,1797,720,nan,-13.0368,262.892,nan
71799,1799,1681,nan,-3.09791,490.684,nan
71801,1801,418,nan,-4.89333,77.8192,nan
71805,1805,5769,nan,-19.5361,1410.42,nan
71807,1807,3365,nan,-2.29988,858.745,nan
71808,1808,1082,nan,-1.41252,342.3,nan
71809,1809,960,nan,-21.4812,324.474,nan
71810,1810,6,nan,-6.00052,1.5808,nan
71811,1811,3910,nan,9.2258,1107.74,nan
71812,1812,3114,nan,-5.73853,740.421,nan
71815,1815,5253,nan,-3.97816,1576.1,nan
71817,1817,419,nan,1.0021,160.798,nan
71819,1819,94,nan,2.53143,18.0098,nan
71821,1821,98,nan,-2.3998,69.8862,nan
71822,1822,644,nan,-12.2448,287.395,nan
71824,1824,32,nan,5.01514,33.8662,nan
71825,1825,518,nan,5.17791,168.805,nan
71828,1828,9,nan,-24.2862,12.8387,nan
71830,1830,1448,nan,-6.10447,337.804,nan
71832,1832,417,nan,-14.3931,90.96,nan
71833,1833,5525,nan,-6.36501,1296.27,nan
71836,1836,29,nan,-11.7081,16.8848,nan
71838,1838,1893,nan,-19.4922,615.135,nan
71839,1839,12,nan,-4.06463,18.4999,nan
71840,1840,90,nan,2.49979,42.6118,nan
71841,1841,0,nan,20.0744,13.7498,nan
71842,1842,179,nan,17.6909,38.4399,nan
71844,1844,3985,nan,-2.0748,946.758,nan
71845,1845,1498,nan,5.80419,400.468,nan
71847,1847,346,nan,-9.8795,133,nan
71849,1849,1027,nan,11.3836,397.443,nan
71851,1851,3928,nan,6.23575,1108.28,nan
71853,1853,70,nan,-1.24516,14.555,nan
71855,1855,374,nan,-0.19067,111.215,nan
71857,1857,649,nan,-13.3362,197.975,nan
71858,1858,118,nan,-6.04362,12.1996,nan
71862,1862,122,nan,-11.9825,79.0639,nan
71865,1865,1199,nan,-23.5837,401.831,nan
71866,1866,425,nan,9.39866,129.95,nan
71867,1867,1929,nan,8.48992,578.019,nan
71869,1869,343,nan,12.7735,111.786,nan
71872,1872,166,nan,1.64962,44.3544,nan
71873,1873,69,nan,2.23138,34.2846,nan
71875,1875,2230,nan,14.0356,673.41,nan
71876,1876,810,nan,4.61599,307.416,nan
71878,1878,837,nan,7.42379,309.362,nan
71879,1879,1510,nan,1.05111,482.812,nan
71883,1883,1246,nan,1.53441,401.689,nan
71884,1884,2131,nan,-2.53847,649.986,nan
71885,1885,138,nan,10.2127,70.3143,nan
71887,1887,781,nan,-2.31175,232.165,nan
71888,1888,1703,nan,-17.6641,460.677,nan
71889,1889,5161,nan,1.04948,1150.5,nan
71890,1890,1244,nan,11.3502,378.844,nan
71893,1893,2238,nan,-9.35161,537.764,nan
71894,1894,4882,nan,-29.8495,1385.54,nan
71895,1895,1551,nan,-14.7169,416.532,nan
71896,1896,732,nan,4.27063,324.379,nan
71898,1898,104,nan,5.35869,31.5023,nan
71899,1899,136,nan,5.66706,55.8758,nan
71900,1900,385,nan,15.6265,163.855,nan
71903,1903,140,nan,-1.08548,50.9512,nan
71904,1904,1093,nan,-14.6996,367.443,nan
71906,1906,4055,nan,-16.353,1081.1,nan
71907,1907,876,nan,-20.4568,265.249,nan
71909,1909,77,nan,-14.2215,16.694,nan
71911,1911,2,nan,3.87902,5.68278,nan
71912,1912,3729,nan,-21.0225,1179.43,nan
71913,1913,98,nan,-10.6234,35.8166,nan
71915,1915,56,nan,-2.2558,30.5816,nan
71917,1917,3702,nan,-4.57757,870.46,nan
71918,1918,3946,nan,-9.9118,1274.42,nan
71919,1919,92,nan,-7.91719,22.4458,nan
71921,1921,0,nan,3.89932,4.52246,nan
71922,1922,792,nan,0.932756,300.784,nan
71925,1925,71,nan,1.13748,23.6073,nan
71926,1926,2052,nan,-5.49754,618.95,nan
71927,1927,262,nan,-24.9905,186.973,nan
71928,1928,250,nan,-0.815121,73.5662,nan
71931,1931,991,nan,-13.2108,411.737,nan
71932,1932,1315,nan,1.54082,430.681,nan
71933,1933,2709,nan,-0.954125,639.913,nan
71934,1934,5026,nan,1.62897,1272.76,nan
71935,1935,602,nan,6.6518,143.912,nan
71936,1936,1188,nan,-4.78054,443.107,nan
71939,1939,1395,nan,-15.2216,347.047,nan
71946,1946,3729,nan,0.266331,1007.48,nan
71948,1948,0,nan,14.9057,12.9454,nan
71950,1950,2591,nan,-1.88776,772.079,nan
71951,1951,0,nan,-0.801894,5.26222,nan
71952,1952,818,nan,-3.94507,294.661,nan
71956,1956,5479,nan,10.8251,1482.11,nan
71958,1958,179,nan,0.821003,66.0324,nan
71959,1959,636,nan,-18.8258,246.292,nan
71960,1960,889,nan,-8.29244,297.64,nan
71961,1961,58,nan,-12.2066,20.8341,nan
71963,1963,106,nan,-9.28153,78.3952,nan
71965,1965,41,nan,0.290818,25.8002,nan
71967,1967,375,nan,-4.07489,107.56,nan
71969,1969,2605,nan,-18.7579,719.757,nan
71970,1970,3931,nan,-3.95503,1150.91,nan
71971,1971,21,nan,-2.65622,10.4021,nan
71974,1974,699,nan,1.83167,242.56,nan
71977,1977,1525,nan,5.58712,483.876,nan
71979,1979,2475,nan,-13.2794,659.88,nan
71981,1981,353,nan,3.46024,136.683,nan
71983,1983,2438,nan,-19.6233,743.4,nan
71984,1984,0,nan,-21.1485,6.219,nan
71988,1988,805,nan,3.45729,202.689,nan
71990,1990,1705,nan,-19.8084,555.825,nan
71991,1991,6729,nan,-4.4213,1570.05,nan
71992,1992,20,nan,-14.6386,16.5709,nan
71993,1993,102,nan,8.06732,29.3355,nan
71995,1995,278,nan,-5.78756,104.467,nan
71996,1996,982,nan,3.73183,237.671,nan
71997,1997,4117,nan,-2.06253,1032.24,nan
71998,1998,9,nan,-13.3909,5.87088,nan
72002,2002,1631,nan,-5.15856,528.074,nan
72005,2005,2900,nan,11.6912,888.886,nan
72006,2006,21,nan,-7.3437,25.3777,nan
72007,2007,504,nan,5.19191,51.6244,nan
72008,2008,4151,nan,-1.84237,958.001,nan
72009,2009,34,nan,3.63509,19.0415,nan
72010,2010,5317,nan,-8.08521,1440.3,nan
72012,2012,6283,nan,-9.49638,1344.38,nan
72015,2015,820,nan,-15.7019,284.684,nan
72016,2016,109,nan,-0.39752,34.0158,nan
72017,2017,4970,nan,2.10725,1290.94,nan
72019,2019,165,nan,0.678615,36.6212,nan
72020,2020,5,nan,-12.9442,7.84323,nan
72023,2023,1,nan,1.25748,7.22095,nan
72025,2025,363,nan,4.43778,126.84,nan
72026,2026,33,nan,-19.5412,27.1601,nan
72027,2027,1751,nan,2.23617,707.471,nan
72030,2030,212,nan,-4.73679,65.3918,nan
72033,2033,997,nan,-4.4873,317.316,nan
72034,2034,420,nan,-14.9544,181.281,nan
72035,2035,6580,nan,-10.5345,1301.21,nan
72036,2036,1669,nan,-10.6595,433.516,nan
72044,2044,3621,nan,-1.91585,943.57,nan
72045,2045,103,nan,-15.0627,24.9155,nan
72046,2046,784,nan,-11.6502,211.665,nan
72047,2047,269,nan,15.883,112.169,nan
72050,2050,989,nan,-1.06387,236.407,nan
72052,2052,1667,nan,-13.5627,391.86,nan
72054,2054,1335,nan,-17.7501,396.724,nan
72055,2055,133,nan,1.73207,55.8281,nan
72056,2056,3301,nan,1.99978,867.793,nan
72057,2057,1511,nan,-2.8357,387.254,nan
72062,2062,1390,nan,2.95624,381.653,nan
72064,2064,208,nan,-8.50788,62.0576,nan
72065,2065,1258,nan,-10.8829,292.614,nan
72066,2066,9,nan,0.593659,13.2125,nan
72071,2071,996,nan,-4.11506,265.357,nan
72078,2078,3678,nan,-2.70498,835.542,nan
72079,2079,17,nan,-17.718,50.4251,nan
72082,2082,1994,nan,3.2694,448.718,nan
72086,2086,64,nan,-30.2819,32.5998,nan
72092,2092,656,nan,-15.6309,164.358,nan
72093,2093,1798,nan,14.5065,462.574,nan
72094,2094,0,nan,2.49697,17.9188,nan
72096,2096,1048,nan,7.78637,297.877,nan
72097,2097,64,nan,-8.09354,21.7492,nan
72098,2098,18,nan,-7.09043,7.26339,nan
72100,2100,1601,nan,-21.6527,481.948,nan
72101,2101,1158,nan,-3.56954,362.779,nan
72105,2105,2328,nan,1.13118,638.93,nan
72106,2106,2682,nan,-7.37961,675.492,nan
72107,2107,297,nan,-5.54439,100.043,nan
72108,2108,2329,nan,-10.1196,670.712,nan
72110,2110,6968,nan,-2.84523,1644.81,nan
72112,2112,1436,nan,-12.5915,528.664,nan
72115,2115,0,nan,-17.6824,2.22519,nan
72116,2116,355,nan,10.6669,130.753,nan
72117,2117,5,nan,-8.53196,15.4695,nan
72118,2118,531,nan,4.62168,157.037,nan
72120,2120,2041,nan,4.94674,809.463,nan
72123,2123,285,nan,-6.79556,82.7676,nan
72127,2127,43,nan,-1.07183,37.2475,nan
72129,2129,1326,nan,-6.75575,395.164,nan
72130,2130,809,nan,-22.2786,360.885,nan
72131,2131,185,nan,7.31861,24.2732,nan
72137,2137,572,nan,-17.7168,186.813,nan
72138,2138,483,nan,-6.61295,129.533,nan
72141,2141,4051,nan,-14.8187,957.132,nan
72142,2142,2226,nan,-11.8191,611.219,nan
72143,2143,2657,nan,2.17442,664.017,nan
72144,2144,920,nan,4.1549,224.956,nan
72145,2145,1857,nan,2.02317,555.827,nan
72146,2146,3620,nan,9.94831,1045.41,nan
72149,2149,2988,nan,11.2722,818.796,nan
72150,2150,203,nan,8.18776,70.9104,nan
72151,2151,3909,nan,-0.969437,984.811,nan
72153,2153,2376,nan,5.40509,693.384,nan
72156,2156,155,nan,-19.421,30.3642,nan
72158,2158,45,nan,-1.42152,42.7023,nan
72159,2159,442,nan,-10.399,107.384,nan
72161,2161,457,nan,5.08464,134.657,nan
72162,2162,629,nan,3.48474,77.6,nan
72163,2163,1195,nan,-0.923349,303.07,nan
72164,2164,1806,nan,4.67842,594.089,nan
72165,2165,995,nan,-13.5839,342.995,nan
72166,2166,1328,nan,0.470463,306.095,nan
72167,2167,135,nan,-0.512519,59.6989,nan
72169,2169,319,nan,0.0213213,151.177,nan
72171,2171,1033,nan,2.72817,305.873,nan
72172,2172,1162,nan,11.7037,370.506,nan
72173,2173,1902,nan,-9.14593,603.132,nan
72174,2174,1164,nan,-4.37318,339.826,nan
72175,2175,646,nan,-18.4525,215.716,nan
72176,2176,291,nan,-13.9783,68.64,nan
72177,2177,384,nan,1.84714,135.789,nan
72178,2178,1083,nan,-2.8303,358.893,nan
72179,2179,266,nan,-0.297217,69.2137,nan
72180,2180,53,nan,1.47747,34.5194,nan
72181,2181,5242,nan,-29.9366,1410.29,nan
72182,2182,239,nan,-0.425684,108.049,nan
72183,2183,85,nan,-27.6936,7.04297,nan
72185,2185,3303,nan,-7.50038,869.25,nan
72186,2186,1205,nan,3.4236,350.012,nan
72187,2187,1,nan,-8.77168,5.78944,nan
72189,2189,163,nan,1.29535,33.8447,nan
72190,2190,4634,nan,-7.20167,1378.97,nan
72192,2192,5129,nan,0.898058,1236.37,nan
72194,2194,864,nan,12.0452,203,nan
72196,2196,93,nan,14.8981,44.1116,nan
72197,2197,29,nan,-2.55077,4.56561,nan
72198,2198,3,nan,-0.598406,3.87146,nan
72199,2199,5391,nan,-13.023,1301.66,nan
72200,2200,3700,nan,19.5194,1093.5,nan
72201,2201,35,nan,1.52967,10.4453,nan
72202,2202,144,nan,0.523416,87.2616,nan
72203,2203,66,nan,0.972098,9.25642,nan
72205,2205,1441,nan,5.01331,401.166,nan
72207,2207,4,nan,-13.7594,1.85084,nan
72209,2209,5944,nan,1.89285,1460.15,nan
72211,2211,42,nan,-0.616513,16.0796,nan
72215,2215,133,nan,-31.2455,89.8683,nan
72217,2217,1610,nan,-1.51044,413.659,nan
72218,2218,25,nan,-27.3489,17.1581,nan
72219,2219,6412,nan,0.776002,1523.17,nan
72220,2220,0,nan,4.32136,3.76361,nan
72221,2221,236,nan,-7.34599,87.7214,nan
72223,2223,2401,nan,-11.7333,759.117,nan
72229,2229,6807,nan,17.0187,1689.26,nan
72230,2230,273,nan,2.95611,144.044,nan
72232,2232,239,nan,-8.00521,63.0543,nan
72233,2233,63,nan,1.92266,28.1615,nan
72236,2236,6021,nan,11.7862,1523.68,nan
72237,2237,16,nan,-10.1497,78.7763,nan
72238,2238,281,nan,-3.37997,74.968,nan
72240,2240,6046,nan,-13.305,1466.69,nan
72243,2243,0,nan,4.73591,2.796,nan
72244,2244,249,nan,-3.23609,101.263,nan
72245,2245,468,nan,-2.11308,161.305,nan
72246,2246,708,nan,-6.9825,237.995,nan
72247,2247,2079,nan,5.22124,763.075,nan
72248,2248,3723,nan,19.8158,930.759,nan
72251,2251,10,nan,-11.7482,8.98791,nan
72252,2252,980,nan,5.11125,279.066,nan
72255,2255,58,nan,-13.0972,72.6949,nan
72257,2257,2210,nan,-18.4352,516.786,nan
72258,2258,2343,nan,0.497319,612.212,nan
72259,2259,3804,nan,-19.7776,1042.18,nan
72262,2262,4888,nan,-16.817,1188.98,nan
72264,2264,257,nan,-18.4906,101.488,nan
72265,2265,4478,nan,6.84456,1102.56,nan
72269,2269,4003,nan,6.17411,896.86,nan
72271,2271,28,nan,-0.877149,19.799,nan
72273,2273,4199,nan,-7.50341,1087.88,nan
72275,2275,1991,nan,-3.30879,521.627,nan
72276,2276,791,nan,-7.56262,249.528,nan
72277,2277,1877,nan,-12.7348,454.883,nan
72279,2279,1633,nan,-2.90805,506.542,nan
72280,2280,11,nan,-1.79857,16.1089,nan
72281,2281,106,nan,-4.86218,22.6932,nan
72282,2282,501,nan,11.8781,242.698,nan
72283,2283,3261,nan,-4.81064,968.889,nan
72284,2284,652,nan,-8.81682,207.738,nan
72287,2287,2007,nan,-13.1808,600.341,nan
72290,2290,46,nan,13.3136,26.4567,nan
72291,2291,127,nan,-6.52033,66.7325,nan
72293,2293,0,nan,2.42227,2.5852,nan
72294,2294,174,nan,12.5817,95.0009,nan
72295,2295,1033,nan,-0.616933,291.219,nan
72296,2296,1771,nan,-2.57568,507.865,nan
72298,2298,6976,nan,-8.12637,1584.87,nan
72299,2299,19,nan,13.2995,6.71564,nan
72300,2300,4,nan,-4.03443,24.7992,nan
72303,2303,142,nan,-4.34084,17.4269,nan
72305,2305,183,nan,-17.0774,40.3573,nan
72309,2309,1559,nan,8.21212,419.767,nan
72310,2310,4195,nan,-16.1764,1152.45,nan
72311,2311,4,nan,-0.807383,5.34545,nan
72312,2312,3017,nan,-5.88832,886.274,nan
72313,2313,1549,nan,-3.9197,470.373,nan
72314,2314,1401,nan,-2.03698,496.719,nan
72315,2315,5887,nan,-3.69575,1301.03,nan
72316,2316,24,nan,18.046,6.01076,nan
72319,2319,989,nan,1.04309,258.128,nan
72320,2320,2951,nan,-1.92614,703.577,nan
72321,2321,606,nan,14.712,178.859,nan
72322,2322,111,nan,-10.7715,70.4151,nan
72324,2324,997,nan,-13.1959,247.699,nan
72325,2325,3002,nan,-3.70165,740.884,nan
72326,2326,603,nan,-6.47004,53.7132,nan
72327,2327,2791,nan,-0.574326,732.617,nan
72329,2329,3641,nan,-0.26603,809.542,nan
72331,2331,557,nan,-6.64749,146.526,nan
72332,2332,3053,nan,-5.20282,743.768,nan
72333,2333,646,nan,-5.64479,217.843,nan
72336,2336,4647,nan,2.15633,1039.71,nan
72337,2337,5277,nan,8.96988,1458.86,nan
72339,2339,490,nan,-13.8081,158.138,nan
72343,2343,355,nan,-2.19873,178.529,nan
72345,2345,684,nan,-5.1091,152.226,nan
72346,2346,362,nan,-7.10265,108.569,nan
72350,2350,1488,nan,6.80649,551.924,nan
72351,2351,1450,nan,-3.02377,477.862,nan
72352,2352,100,nan,-16.9819,35.8858,nan
72353,2353,0,nan,2.3513,2.23406,nan
72355,2355,8,nan,-0.346133,43.1468,nan
72356,2356,232,nan,4.28296,93.3509,nan
72358,2358,2207,nan,-0.890714,521.211,nan
72360,2360,119,nan,-0.175658,53.308,nan
72361,2361,376,nan,-18.4568,144.496,nan
72364,2364,1894,nan,-14.98,548.172,nan
72365,2365,2965,nan,-17.7314,952.795,nan
72368,2368,780,nan,-7.11536,267.611,nan
72370,2370,1363,nan,-0.849261,397.563,nan
72371,2371,6884,nan,-0.140994,1678.09,nan
72372,2372,4,nan,-10.6538,3.35731,nan
72374,2374,26,nan,9.06308,11.7368,nan
72381,2381,85,nan,7.67698,10.0213,nan
72382,2382,286,nan,8.90749,57.8612,nan
72386,2386,2579,nan,1.05487,549.67,nan
72388,2388,1643,nan,20.5503,475.331,nan
72389,2389,1,nan,-3.40651,2.54565,nan
72391,2391,47,nan,-5.92631,47.0682,nan
72393,2393,112,nan,4.26568,17.6568,nan
72395,2395,2640,nan,-10.6905,687.75,nan
72396,2396,1585,nan,7.9503,508.922,nan
72398,2398,1054,nan,-4.31818,323.724,nan
72399,2399,2,nan,0.497695,4.55638,nan
72400,2400,5,nan,-6.3109,1.14189,nan
72401,2401,3121,nan,2.02215,869.021,nan
72402,2402,11,nan,-15.6929,10.1071,nan
72406,2406,1731,nan,2.7824,571.77,nan
72407,2407,1,nan,-10.4896,13.9772,nan
72408,2408,1115,nan,16.2432,368.951,nan
72410,2410,978,nan,2.37734,313.452,nan
72413,2413,43,nan,-24.3513,21.8144,nan
72414,2414,81,nan,-4.29143,44.4218,nan
72415,2415,4019,nan,-10.6434,976.293,nan
72417,2417,249,nan,-2.44677,52.1819,nan
72418,2418,108,nan,-8.15462,58.9863,nan
72419,2419,3,nan,2.20544,1.71796,nan
72420,2420,577,nan,-8.23479,86.104,nan
72421,2421,3195,nan,4.63705,939.271,nan
72423,2423,120,nan,-5.63123,38.4134,nan
72425,2425,125,nan,-9.67511,66.0141,nan
72427,2427,3134,nan,-8.43181,886.856,nan
72428,2428,993,nan,20.473,52.6156,nan
72429,2429,642,nan,-15.0836,200.155,nan
72430,2430,6531,nan,3.14465,1666.59,nan
72433,2433,69,nan,1.86938,3.80069,nan
72434,2434,6241,nan,-9.98216,1415.57,nan
72436,2436,2066,nan,5.99948,791.089,nan
72437,2437,3969,nan,17.6401,1175.46,nan
72438,2438,363,nan,6.70151,113.782,nan
72439,2439,237,nan,-14.0704,99.0157,nan
72444,2444,1758,nan,3.23791,466.873,nan
72445,2445,964,nan,4.08048,291.268,nan
72446,2446,245,nan,-9.2238,52.7631,nan
72449,2449,2565,nan,-20.6131,765.963,nan
72450,2450,675,nan,-2.08504,226.248,nan
72451,2451,1504,nan,-13.9664,369.346,nan
72452,2452,5275,nan,1.54237,1250.96,nan
72453,2453,1536,nan,14.706,429.772,nan
72454,2454,4321,nan,-9.75495,1158.15,nan
72455,2455,506,nan,-6.96104,182.849,nan
72456,2456,3153,nan,-3.39358,852.19,nan
72457,2457,1662,nan,-1.725,522.361,nan
72460,2460,0,nan,-19.6922,3.95863,nan
72461,2461,3,nan,-18.0985,14.662,nan
72463,2463,50,nan,8.97035,42.1606,nan
72466,2466,1175,nan,-6.82855,289.683,nan
72467,2467,1941,nan,4.20097,624.865,nan
72469,2469,3949,nan,-8.5152,1212.78,nan
72470,2470,40,nan,-31.0789,20.0526,nan
72472,2472,6486,nan,3.57489,1423.05,nan
72473,2473,1362,nan,-11.2935,339.068,nan
72474,2474,946,nan,21.3962,334.766,nan
72475,2475,6622,nan,0.536908,1715.72,nan
72477,2477,369,nan,-2.37641,112.666,nan
72478,2478,6588,nan,-18.6095,1594.56,nan
72479,2479,2437,nan,4.14676,766.544,nan
72481,2481,112,nan,-1.43145,16.1709,nan
72484,2484,439,nan,-9.23725,90.6547,nan
72487,2487,1356,nan,-1.09581,399.421,nan
72488,2488,44,nan,-21.4531,19.541,nan
72489,2489,692,nan,1.71185,226.933,nan
72490,2490,57,nan,-16.7221,46.1679,nan
72492,2492,6,nan,-19.4103,4.57238,nan
72493,2493,3646,nan,-6.00822,967.546,nan
72494,2494,4460,nan,-21.372,1252.31,nan
72495,2495,5669,nan,-12.4664,1401.33,nan
72496,2496,209,nan,-6.23417,70.2082,nan
72497,2497,2464,nan,-5.59349,625.818,nan
72498,2498,175,nan,-7.42607,54.3992,nan
72499,2499,1087,nan,-18.2439,317.625,nan
72502,2502,2,nan,-15.6844,13.5612,nan
72503,2503,399,nan,1.24107,177.467,nan
72510,2510,18,nan,-4.57109,7.89891,nan
72511,2511,3438,nan,9.24642,945.605,nan
72512,2512,0,nan,-17.4685,10.5317,nan
72514,2514,2751,nan,-0.706064,594.34,nan
72515,2515,434,nan,-0.797846,214.246,nan
72516,2516,0,nan,-23.7069,3.3675,nan
72517,2517,911,nan,0.905836,328.265,nan
72518,2518,1015,nan,3.78154,255.305,nan
72520,2520,2037,nan,-3.35512,503.464,nan
72522,2522,253,nan,-10.7461,64.388,nan
72523,2523,0,nan,-2.79758,6.00088,nan
72524,2524,1911,nan,2.56985,628.513,nan
72525,2525,273,nan,-6.46767,85.2333,nan
72529,2529,2268,nan,20.7982,730.917,nan
72530,2530,34,nan,-30.2482,11.6412,nan
72533,2533,5235,nan,-21.8006,1318.33,nan
72534,2534,16,nan,-4.8566,16.9967,nan
72535,2535,1365,nan,-22.216,525.052,nan
72538,2538,2626,nan,-5.79708,687.741,nan
72540,2540,1456,nan,-21.818,566.226,nan
72541,2541,1980,nan,-15.1564,725.315,nan
72543,2543,185,nan,0.172052,45.234,nan
72545,2545,3657,nan,-0.0546435,866.435,nan
72550,2550,1130,nan,4.20868,398.019,nan
72553,2553,5198,nan,4.85892,1388.62,nan
72554,2554,93,nan,11.5298,48.3012,nan
72556,2556,1609,nan,-14.038,454.206,nan
72557,2557,3407,nan,1.8055,894.852,nan
72558,2558,1476,nan,-18.3985,334.048,nan
72561,2561,216,nan,-29.104,82.3757,nan
72563,2563,1692,nan,-14.9226,620.135,nan
72566,2566,350,nan,13.2637,118.816,nan
72567,2567,189,nan,-13.742,83.2222,nan
72568,2568,899,nan,4.64105,306.187,nan
72570,2570,943,nan,-11.6456,273.401,nan
72571,2571,1021,nan,-4.72001,295.614,nan
72573,2573,1186,nan,-7.59485,462.012,nan
72575,2575,260,nan,-16.9908,83.7233,nan
72576,2576,147,nan,-6.6236,78.6866,nan
72578,2578,57,nan,2.59334,6.96733,nan
72579,2579,4264,nan,-6.92544,1090.74,nan
72580,2580,270,nan,3.23074,59.0162,nan
72582,2582,5509,nan,-8.23362,1458.97,nan
72583,2583,3470,nan,-14.7407,977.265,nan
72584,2584,1139,nan,0.903886,326.855,nan
72586,2586,627,nan,-21.6822,152.517,nan
72587,2587,1573,nan,-4.14671,473.182,nan
72588,2588,657,nan,0.527794,216.991,nan
72591,2591,4159,nan,8.32279,1119.32,nan
72595,2595,6900,nan,-7.89407,1782.54,nan
72596,2596,118,nan,9.94747,43.7416,nan
72597,2597,148,nan,1.80267,67.1999,nan
72599,2599,38,nan,-7.53303,8.58474,nan
72600,2600,3779,nan,-4.11553,961.277,nan
72601,2601,7,nan,-3.58866,14.4337,nan
72603,2603,5,nan,-7.79724,14.5968,nan
72605,2605,407,nan,4.98078,118.408,nan
72607,2607,2143,nan,-8.42464,581.423,nan
72609,2609,26,nan,0.152287,22.8806,nan
72611,2611,85,nan,-0.375786,91.5824,nan
72612,2612,2895,nan,4.4621,674.509,nan
72613,2613,41,nan,-6.19306,13.171,nan
72616,2616,3280,nan,-21.3883,1105.24,nan
72617,2617,799,nan,-4.84947,255.352,nan
72618,2618,5394,nan,-1.36889,1298.73,nan
72621,2621,23,nan,-12.5971,8.33443,nan
72623,2623,4767,nan,6.36933,1485.04,nan
72626,2626,907,nan,-2.76099,257.54,nan
72628,2628,428,nan,-6.87033,166.676,nan
72629,2629,1910,nan,-3.25877,547.411,nan
72631,2631,158,nan,17.5834,26.3093,nan
72632,2632,4156,nan,18.1962,1301.82,nan
72633,2633,102,nan,2.40034,41.9304,nan
72634,2634,126,nan,-32.8766,71.3961,nan
72635,2635,603,nan,1.92459,204.341,nan
72637,2637,3779,nan,6.30428,875.539,nan
72645,2645,1703,nan,-11.257,616.14,nan
72650,2650,381,nan,-22.2413,160.886,nan
72651,2651,399,nan,-0.666322,125.113,nan
72654,2654,1653,nan,-10.0301,418.32,nan
72655,2655,20,nan,-10.8627,63.4892,nan
72656,2656,5223,nan,-15.3761,1419.71,nan
72658,2658,257,nan,13.0176,99.0834,nan
72662,2662,2373,nan,1.08656,709.239,nan
72664,2664,1853,nan,4.16604,536.016,nan
72665,2665,3007,nan,0.552947,728.052,nan
72667,2667,1522,nan,6.91676,524.552,nan
72668,2668,512,nan,7.3823,230.706,nan
72669,2669,13,nan,-5.93284,39.8329,nan
72670,2670,288,nan,-5.12508,173.722,nan
72673,2673,628,nan,-3.10298,205.64,nan
72676,2676,3248,nan,-18.0496,828.988,nan
72677,2677,883,nan,-18.1165,389.626,nan
72679,2679,1884,nan,-19.0248,683.538,nan
72680,2680,1779,nan,-5.11271,557.03,nan
72681,2681,36,nan,-10.0462,31.7523,nan
72688,2688,4403,nan,2.12745,1027.38,nan
72691,2691,5337,nan,-12.2167,1212.18,nan
72692,2692,12,nan,2.57405,12.5763,nan
72695,2695,31,nan,-15.3242,23.6226,nan
72696,2696,352,nan,-17.16,131.66,nan
72697,2697,483,nan,-9.49627,171.366,nan
72698,2698,230,nan,-2.5298,89.2667,nan
72700,2700,4086,nan,-2.13637,1029.85,nan
72701,2701,677,nan,-7.06064,247.276,nan
72702,2702,3157,nan,4.59229,959.837,nan
72703,2703,19,nan,-15.9545,6.80353,nan
72704,2704,658,nan,7.48638,172.233,nan
72705,2705,55,nan,-20.8125,35.5001,nan
72706,2706,6048,nan,-9.29528,1388.14,nan
72709,2709,1209,nan,-9.60403,325.641,nan
72711,2711,506,nan,-2.46514,114.983,nan
72714,2714,6127,nan,-10.824,1410.18,nan
72716,2716,1,nan,1.15913,8.0091,nan
72718,2718,1,nan,0.189397,11.3081,nan
72721,2721,317,nan,-10.1885,110.427,nan
72722,2722,3005,nan,-1.21441,777.53,nan
72725,2725,3886,nan,-15.4427,1069.45,nan
72726,2726,380,nan,-11.2041,141.125,nan
