index,event,NClus,foundZ,trueZ,chargeSum,centrality
1078,1078,1756,nan,-13.6988,506.505,nan
1079,1079,2316,nan,-10.6406,625.421,nan
1080,1080,743,nan,-13.9022,217.502,nan
1081,1081,3356,nan,4.23686,915.491,nan
1082,1082,281,nan,2.53494,116.024,nan
1083,1083,15,nan,-14.7705,7.26604,nan
1084,1084,96,nan,12.8812,33.409,nan
1086,1086,1941,nan,-4.33139,519.709,nan
1087,1087,131,nan,-9.98422,29.1016,nan
1088,1088,2980,nan,7.16164,876.659,nan
1089,1089,1845,nan,-29.1193,622.728,nan
1090,1090,12,nan,-15.6129,23.0781,nan
1093,1093,159,nan,-2.88664,58.6026,nan
1094,1094,530,nan,16.6718,184.026,nan
1095,1095,1083,nan,-6.9507,389.447,nan
1096,1096,1998,nan,-27.4092,625.932,nan
1097,1097,900,nan,-5.06474,361.792,nan
1099,1099,3777,nan,2.24065,963.803,nan
1100,1100,3253,nan,-11.967,903.324,nan
1101,1101,1054,nan,-0.221726,338.026,nan
1104,1104,28,nan,-0.162705,9.08207,nan
1108,1108,37,nan,-7.054,6.58699,nan
1110,1110,45,nan,-6.84056,21.7381,nan
1111,1111,147,nan,-6.5288,81.5269,nan
1114,1114,6603,nan,6.57058,1722.1,nan
1115,1115,2807,nan,-0.5278,809.938,nan
1116,1116,1611,nan,8.58176,391.07,nan
1117,1117,1255,nan,-4.80613,337.28,nan
1118,1118,396,nan,-6.41143,97.9173,nan
1121,1121,385,nan,-16.2328,152.256,nan
1123,1123,3491,nan,-7.02659,763.983,nan
1124,1124,1532,nan,9.21491,473.583,nan
1126,1126,2364,nan,-13.6521,716.877,nan
1127,1127,22,nan,10.2479,18.844,nan
1129,1129,124,nan,-12.8297,67.317,nan
1131,1131,276,nan,-15.2621,137.702,nan
1132,1132,997,nan,2.84837,344.449,nan
1135,1135,12,nan,-14.7535,10.7203,nan
1136,1136,2981,nan,-0.84221,821.056,nan
1137,1137,417,nan,-7.22921,181.264,nan
1140,1140,7,nan,0.480212,1.77097,nan
1142,1142,6305,nan,-6.41239,1451.5,nan
1143,1143,6851,nan,-15.1747,1522.29,nan
1144,1144,3,nan,0.929854,38.6811,nan
1145,1145,99,nan,-12.0694,23.3371,nan
1147,1147,65,nan,-18.0034,22.7333,nan
1148,1148,3157,nan,-2.87784,799.82,nan
1150,1150,6556,nan,-8.27358,1491.95,nan
1151,1151,152,nan,-16.3134,25.9312,nan
1153,1153,7172,nan,0.720357,1667.61,nan
1155,1155,1887,nan,-8.59287,393.562,nan
1156,1156,432,nan,-18.2085,164.986,nan
1158,1158,2494,nan,-5.51339,839.699,nan
1160,1160,93,nan,-15.8525,37.4179,nan
1161,1161,3395,nan,-17.1815,1073.37,nan
1162,1162,5201,nan,9.19557,1225.74,nan
1164,1164,38,nan,-14.3903,33.8949,nan
1166,1166,248,nan,-0.138707,98.2543,nan
1167,1167,4592,nan,0.452839,1155.18,nan
1169,1169,13,nan,-29.0285,9.39593,nan
1170,1170,2253,nan,-1.61857,540.989,nan
1172,1172,2060,nan,-4.88498,589.494,nan
1175,1175,2312,nan,5.17906,753.874,nan
1176,1176,3310,nan,5.09244,801.991,nan
1177,1177,54,nan,-6.57738,8.64907,nan
1179,1179,3376,nan,2.80536,830.448,nan
1180,1180,3321,nan,-12.6244,887.622,nan
1181,1181,550,nan,-19.8568,219.424,nan
1182,1182,4132,nan,5.42143,1104.04,nan
1184,1184,3085,nan,7.05282,988.02,nan
1185,1185,2328,nan,4.66945,606.064,nan
1186,1186,3191,nan,-6.27603,862.629,nan
1187,1187,1066,nan,5.94543,375.169,nan
1191,1191,477,nan,-6.45061,181.537,nan
1193,1193,100,nan,-18.9769,72.785,nan
1194,1194,4447,nan,-15.7763,1083.29,nan
1195,1195,1656,nan,-16.6379,510.568,nan
1197,1197,1225,nan,-14.6867,295.012,nan
1198,1198,5734,nan,-15.7014,1597.22,nan
1202,1202,75,nan,1.52709,32.0801,nan
1205,1205,3945,nan,-14.5379,993.027,nan
1210,1210,4386,nan,-3.1723,1108.05,nan
1211,1211,894,nan,-18.9741,334.866,nan
1212,1212,106,nan,-1.58619,20.1638,nan
1213,1213,588,nan,-5.96806,189.021,nan
1215,1215,1393,nan,-8.08854,396.554,nan
1216,1216,537,nan,-11.9897,128.91,nan
1217,1217,6087,nan,-21.905,1588.81,nan
1218,1218,5288,nan,-14.0602,1286.87,nan
1220,1220,1452,nan,-6.43047,465.442,nan
1222,1222,1014,nan,0.928234,359.929,nan
1224,1224,1173,nan,-24.3724,390.352,nan
1225,1225,491,nan,-8.19092,141.652,nan
1227,1227,2216,nan,-2.17589,587.02,nan
1228,1228,2090,nan,8.46642,586.17,nan
1233,1233,3996,nan,-16.6797,1078.78,nan
1237,1237,1935,nan,3.084,470.386,nan
1238,1238,6082,nan,-19.3013,1575.64,nan
1239,1239,5759,nan,-12.4472,1454.59,nan
1240,1240,1789,nan,0.92917,645.761,nan
1241,1241,86,nan,-17.414,76.5048,nan
1242,1242,249,nan,-10.415,98.3992,nan
1243,1243,289,nan,3.94111,110.368,nan
1246,1246,4035,nan,2.63221,1151.29,nan
1249,1249,4889,nan,-12.8302,1276.07,nan
1250,1250,4244,nan,-22.1472,1295.06,nan
1252,1252,0,nan,-4.04094,3.74095,nan
1253,1253,5,nan,-8.90366,18.6562,nan
1257,1257,186,nan,7.32716,26.845,nan
1260,1260,671,nan,4.88791,123.173,nan
1261,1261,6786,nan,2.31567,1581.58,nan
1262,1262,6910,nan,-5.34693,1626.47,nan
1263,1263,4,nan,-4.27021,41.6367,nan
1265,1265,728,nan,7.9967,226.149,nan
1269,1269,637,nan,-10.1175,390.934,nan
1270,1270,27,nan,-4.87997,10.8626,nan
1272,1272,46,nan,-30.877,32.7644,nan
1274,1274,51,nan,-9.60514,9.50233,nan
1275,1275,2936,nan,-3.74339,809.333,nan
1276,1276,536,nan,-5.67242,130.137,nan
1277,1277,0,nan,-7.88641,8.32273,nan
1278,1278,4159,nan,2.91841,1106.43,nan
1279,1279,2792,nan,-12.4843,888.482,nan
1280,1280,15,nan,-0.925377,24.5072,nan
1282,1282,7129,nan,-1.18253,1679.52,nan
1286,1286,1283,nan,-15.4648,337.665,nan
1288,1288,522,nan,8.73384,122.781,nan
1289,1289,3837,nan,-9.91949,991.232,nan
1291,1291,2029,nan,-13.2342,649.639,nan
1292,1292,6269,nan,6.61272,1645.93,nan
1293,1293,2519,nan,-14.5919,828.929,nan
1294,1294,984,nan,-2.99133,344.025,nan
1295,1295,10,nan,-3.65622,8.91641,nan
1297,1297,17,nan,-4.92261,2.09975,nan
1300,1300,324,nan,3.79921,128.022,nan
1301,1301,2720,nan,-10.2901,774.78,nan
1302,1302,61,nan,-27.8918,50.0267,nan
1303,1303,5239,nan,-1.02876,1364.41,nan
1304,1304,1932,nan,7.46664,584.654,nan
1307,1307,3686,nan,13.3281,1062.45,nan
1312,1312,1,nan,-13.3642,2.50374,nan
1313,1313,1458,nan,-3.26913,421.286,nan
1316,1316,3389,nan,2.80198,875.835,nan
1317,1317,433,nan,2.76244,163.73,nan
1318,1318,6320,nan,4.23214,1614.48,nan
1319,1319,672,nan,7.06206,203.441,nan
1322,1322,153,nan,-8.01585,34.1063,nan
1323,1323,536,nan,1.56626,166.765,nan
1325,1325,3180,nan,5.58454,735.766,nan
1326,1326,1916,nan,11.3388,588.218,nan
1327,1327,2,nan,14.2193,2.57033,nan
1328,1328,5560,nan,-8.41647,1419.72,nan
1329,1329,6258,nan,-13.9809,1450.18,nan
1331,1331,376,nan,0.381164,85.8315,nan
1332,1332,501,nan,-14.6524,196.123,nan
1333,1333,3648,nan,0.0974107,920.682,nan
1336,1336,3530,nan,17.1312,940.948,nan
1339,1339,2984,nan,-9.45483,674.931,nan
1341,1341,2473,nan,14.2763,616.2,nan
1344,1344,1715,nan,-16.0197,449.125,nan
1348,1348,133,nan,-1.57873,13.3661,nan
1350,1350,3541,nan,-8.19023,979.418,nan
1351,1351,651,nan,-1.9166,230.328,nan
1353,1353,5141,nan,4.1526,1422.79,nan
1355,1355,71,nan,-11.3273,55.6319,nan
1357,1357,2904,nan,2.11664,1055.28,nan
1360,1360,77,nan,8.79436,8.06182,nan
1362,1362,1266,nan,5.62414,437.781,nan
1364,1364,4598,nan,13.8401,1175.48,nan
1365,1365,0,nan,-34.1722,2.7937,nan
1366,1366,1882,nan,-23.6313,567.704,nan
1367,1367,19,nan,14.2168,5.66782,nan
1368,1368,112,nan,1.63448,34.0103,nan
1369,1369,4409,nan,7.92492,1207.56,nan
1371,1371,137,nan,-0.703036,61.2478,nan
1372,1372,4774,nan,8.90038,1267.21,nan
1373,1373,776,nan,-2.74598,248.66,nan
1374,1374,2544,nan,-4.06465,437.555,nan
1375,1375,1450,nan,-6.59033,494.137,nan
1377,1377,73,nan,-18.1716,19.9045,nan
1379,1379,2736,nan,-12.3457,757.801,nan
1380,1380,619,nan,0.28218,200.937,nan
1381,1381,33,nan,-17.5348,19.3916,nan
1385,1385,2208,nan,6.71006,548.655,nan
1389,1389,3141,nan,-11.3987,811.639,nan
1391,1391,3260,nan,-0.75476,929.914,nan
1392,1392,4363,nan,-0.465481,1041.03,nan
1393,1393,645,nan,-7.03251,184.148,nan
1396,1396,329,nan,-2.11295,137.339,nan
1398,1398,2702,nan,-15.3472,807.827,nan
1399,1399,20,nan,-3.68993,10.6022,nan
1400,1400,713,nan,-0.109458,234.932,nan
1401,1401,324,nan,10.309,98.7555,nan
1402,1402,648,nan,8.12584,271.293,nan
1403,1403,2306,nan,-7.12001,418.142,nan
1404,1404,1649,nan,4.07387,588.489,nan
1405,1405,2586,nan,11.1933,832.289,nan
1410,1410,2278,nan,-6.6755,620.713,nan
1411,1411,1695,nan,9.87424,600.381,nan
1412,1412,11,nan,16.5663,5.19313,nan
1413,1413,5175,nan,2.42241,1304.44,nan
1414,1414,394,nan,3.30558,141.996,nan
1416,1416,370,nan,6.11559,101.475,nan
1420,1420,887,nan,10.827,335.022,nan
1421,1421,851,nan,11.4632,358.712,nan
1425,1425,843,nan,4.02029,250.154,nan
1427,1427,280,nan,-6.07205,78.4642,nan
1428,1428,1006,nan,-5.19274,236.879,nan
1429,1429,109,nan,2.47835,44.8386,nan
1430,1430,1094,nan,-8.48571,313.219,nan
1431,1431,29,nan,9.12352,8.14477,nan
1432,1432,2130,nan,3.08802,585.315,nan
1433,1433,118,nan,14.7824,36.1941,nan
1436,1436,569,nan,-0.0172543,239.676,nan
1437,1437,3943,nan,-10.6989,1114.35,nan
1438,1438,629,nan,-14.0624,161.933,nan
1439,1439,270,nan,7.40084,99.4671,nan
1440,1440,2391,nan,-1.53469,622.24,nan
1441,1441,1001,nan,-0.561897,367.008,nan
1444,1444,1115,nan,5.25077,344.5,nan
1445,1445,1,nan,-1.85914,3.12022,nan
1447,1447,71,nan,-0.324173,23.4496,nan
1448,1448,2558,nan,16.452,851.839,nan
1449,1449,794,nan,-16.1785,343.57,nan
1451,1451,1496,nan,-10.9007,400.821,nan
1453,1453,1,nan,12.7886,1.17138,nan
1454,1454,83,nan,-12.9346,18.7337,nan
1455,1455,1476,nan,-2.15064,678.331,nan
1459,1459,139,nan,1.56572,36.2067,nan
1461,1461,4311,nan,19.3485,1157.72,nan
1462,1462,887,nan,-5.89084,219.944,nan
1463,1463,4857,nan,12.7381,1499.48,nan
1464,1464,35,nan,0.0448479,23.1097,nan
1465,1465,793,nan,-8.33498,297.106,nan
1467,1467,2355,nan,0.360697,718.381,nan
1468,1468,382,nan,23.3635,79.2083,nan
1470,1470,1071,nan,-17.8108,274.487,nan
1471,1471,97,nan,-7.40011,64.6347,nan
1472,1472,2176,nan,-16.7656,581.052,nan
1475,1475,273,nan,-20.6471,80.3684,nan
1478,1478,588,nan,11.3361,179.75,nan
1479,1479,5781,nan,-7.89619,1388.11,nan
1483,1483,0,nan,8.4402,6.30201,nan
1485,1485,819,nan,0.218252,211.498,nan
1486,1486,6093,nan,-0.912035,1641.43,nan
1487,1487,6433,nan,-12.7744,1416.01,nan
1488,1488,1240,nan,12.9815,359.355,nan
1490,1490,2707,nan,-29.539,975.755,nan
1491,1491,1,nan,-15.3786,2.52424,nan
1496,1496,5317,nan,-19.4654,1480.16,nan
1497,1497,59,nan,-8.54521,33.9409,nan
1498,1498,2,nan,-1.2443,12.1606,nan
1503,1503,288,nan,-23.3059,98.8072,nan
1504,1504,2,nan,-21.576,9.33158,nan
1505,1505,7,nan,-1.5043,15.3154,nan
1506,1506,2526,nan,-4.43763,713.28,nan
1507,1507,1949,nan,-17.3681,540.466,nan
1509,1509,1738,nan,-8.65591,497.176,nan
1512,1512,104,nan,-6.99595,59.5777,nan
1515,1515,220,nan,-2.20193,111.113,nan
1516,1516,3686,nan,-18.6842,1041.9,nan
1518,1518,423,nan,17.8136,153.526,nan
1519,1519,2806,nan,5.10858,936.746,nan
1521,1521,411,nan,-12.6631,129.928,nan
1522,1522,529,nan,4.78538,156.385,nan
1524,1524,17,nan,-2.614,12.1356,nan
1529,1529,93,nan,-13.5844,35.0024,nan
1531,1531,1811,nan,12.5492,558.709,nan
1533,1533,90,nan,-10.8776,52.5268,nan
1535,1535,1667,nan,10.0012,504.818,nan
1536,1536,3717,nan,-12.3542,990.087,nan
1537,1537,137,nan,-25.1665,63.5701,nan
1538,1538,2905,nan,-13.8253,855.168,nan
1539,1539,110,nan,-10.577,36.6791,nan
1540,1540,1554,nan,-3.02139,354.975,nan
1541,1541,1010,nan,-0.132409,277.348,nan
1542,1542,2981,nan,1.61734,922.39,nan
1544,1544,20,nan,-3.46075,28.6437,nan
1545,1545,1526,nan,14.1589,448.101,nan
1546,1546,36,nan,-7.32599,18.156,nan
1547,1547,6640,nan,3.29453,1637.67,nan
1550,1550,194,nan,9.30704,121.449,nan
1552,1552,1542,nan,-13.5914,422.997,nan
1554,1554,70,nan,-10.1568,10.1831,nan
1555,1555,822,nan,-8.81469,159.669,nan
1556,1556,120,nan,2.18555,102.453,nan
1558,1558,1885,nan,-2.70864,646.023,nan
1559,1559,3457,nan,-0.86772,983.247,nan
1567,1567,22,nan,-27.2716,6.70289,nan
1568,1568,5229,nan,-9.27518,1356.36,nan
1570,1570,54,nan,6.60971,25.39,nan
1572,1572,6438,nan,-15.5168,1500.16,nan
1574,1574,522,nan,9.26256,215.068,nan
1576,1576,6656,nan,-14.1482,1530.31,nan
1578,1578,2,nan,-24.9449,2.17398,nan
1580,1580,2121,nan,-7.25509,686.145,nan
1581,1581,153,nan,4.78781,37.0625,nan
1586,1586,1834,nan,-6.32414,538.339,nan
1587,1587,3117,nan,-5.46552,757.429,nan
1589,1589,2527,nan,-5.71065,708.003,nan
1590,1590,1107,nan,8.92912,336.48,nan
1592,1592,656,nan,-17.5044,214.958,nan
1593,1593,85,nan,-14.5492,22.8553,nan
1594,1594,206,nan,-11.4233,86.0189,nan
1596,1596,213,nan,5.77069,63.2998,nan
1597,1597,1054,nan,-5.93181,516.06,nan
1599,1599,50,nan,10.2944,17.4146,nan
1601,1601,4833,nan,0.907964,1160.35,nan
1603,1603,326,nan,5.62789,134.872,nan
1608,1608,68,nan,-5.45096,19.7424,nan
1610,1610,3391,nan,-14.8423,857.038,nan
1614,1614,608,nan,6.45181,280.136,nan
1616,1616,831,nan,6.49629,301.449,nan
1617,1617,3514,nan,-26.149,1062.72,nan
1618,1618,6225,nan,-4.33828,1563.36,nan
1619,1619,1,nan,-19.4076,5.73212,nan
1620,1620,5729,nan,-14.2536,1302.76,nan
1621,1621,1116,nan,-18.8838,290.763,nan
1623,1623,1681,nan,-8.46667,412.253,nan
1625,1625,354,nan,1.03409,121.77,nan
1627,1627,771,nan,-6.11815,197.75,nan
1628,1628,1852,nan,-10.0015,603.346,nan
1630,1630,116,nan,-17.5241,63.6346,nan
1631,1631,12,nan,4.804,11.4429,nan
1632,1632,2096,nan,10.2365,623.241,nan
1633,1633,229,nan,-11.3671,94.608,nan
1636,1636,78,nan,0.506703,61.5196,nan
1637,1637,558,nan,-3.78789,115.279,nan
1638,1638,6686,nan,4.35479,1680.27,nan
1641,1641,830,nan,3.5924,251.772,nan
1642,1642,986,nan,6.52226,241.977,nan
1643,1643,869,nan,-4.41117,215.95,nan
1644,1644,5224,nan,-11.9471,1356.61,nan
1648,1648,4232,nan,15.0763,1177.32,nan
1649,1649,466,nan,-9.63369,116.431,nan
1650,1650,1710,nan,1.19879,451.146,nan
1651,1651,1712,nan,-26.8451,601.876,nan
1654,1654,2221,nan,-16.6368,632.955,nan
1656,1656,65,nan,-1.60975,28.2779,nan
1657,1657,774,nan,1.79667,219.066,nan
1658,1658,9,nan,11.4418,46.9526,nan
1660,1660,2377,nan,-26.0808,653.905,nan
1661,1661,13,nan,-12.5311,7.95921,nan
1662,1662,17,nan,9.7842,25.6745,nan
1663,1663,616,nan,-23.1737,187.289,nan
1664,1664,2130,nan,5.68871,616.29,nan
1665,1665,29,nan,9.16162,32.4186,nan
1668,1668,1,nan,-7.85934,1.88917,nan
1671,1671,4304,nan,8.85621,1150.64,nan
1672,1672,0,nan,-20.8369,1.78488,nan
1674,1674,46,nan,0.743087,28.1968,nan
1675,1675,2037,nan,-8.27875,566.934,nan
1676,1676,4659,nan,-0.493092,1326.22,nan
1677,1677,266,nan,-24.5296,71.0975,nan
1678,1678,160,nan,-0.860662,24.1241,nan
1679,1679,49,nan,17.5135,68.2424,nan
1681,1681,89,nan,-9.58851,25.0952,nan
1682,1682,0,nan,9.55571,1.65549,nan
1683,1683,968,nan,2.78542,317.001,nan
1684,1684,132,nan,-0.388834,128.337,nan
1685,1685,110,nan,8.6184,76.1042,nan
1686,1686,2552,nan,1.96482,647.664,nan
1688,1688,4941,nan,2.63648,1145.31,nan
1692,1692,28,nan,7.53926,3.48622,nan
1695,1695,6757,nan,-7.08095,1527.64,nan
1698,1698,3742,nan,5.44027,996.385,nan
1701,1701,856,nan,-15.3735,256.643,nan
1705,1705,125,nan,-4.66679,52.8853,nan
1706,1706,14,nan,-12.8244,7.95126,nan
1707,1707,697,nan,-7.10784,151.096,nan
1708,1708,339,nan,25.0002,175.369,nan
1711,1711,5213,nan,-9.54181,1300.43,nan
1712,1712,225,nan,8.61242,47.4195,nan
1714,1714,4076,nan,3.35782,1175.6,nan
1715,1715,1987,nan,-5.57331,659.479,nan
1716,1716,1187,nan,-9.90091,270.64,nan
1717,1717,2200,nan,-9.24055,557.515,nan
1721,1721,4470,nan,3.78513,1182.82,nan
1724,1724,35,nan,-35.9548,22.0125,nan
1726,1726,3417,nan,-15.5145,807.972,nan
1727,1727,986,nan,15.1834,401.05,nan
1728,1728,546,nan,-0.357272,192.422,nan
1729,1729,361,nan,4.18084,69.4125,nan
1730,1730,60,nan,-10.3482,34.5888,nan
1731,1731,894,nan,-28.8206,269.18,nan
1732,1732,3596,nan,-14.8997,950.095,nan
1734,1734,1133,nan,-2.45329,374.561,nan
1736,1736,44,nan,2.54276,40.6721,nan
1739,1739,5856,nan,-1.18142,1453.84,nan
1743,1743,1921,nan,-27.2199,589.089,nan
1746,1746,203,nan,-11.8172,64.3403,nan
1747,1747,1664,nan,1.14136,440.226,nan
1753,1753,88,nan,-16.0931,47.8914,nan
1755,1755,4575,nan,-13.6694,1120.4,nan
1756,1756,2850,nan,-15.321,951.813,nan
1757,1757,7,nan,8.00942,3.24281,nan
1758,1758,62,nan,6.57644,33.2029,nan
1759,1759,380,nan,-13.4263,131.831,nan
1760,1760,107,nan,1.8042,32.2287,nan
1761,1761,4837,nan,-7.95053,1200.13,nan
1762,1762,8,nan,-4.50677,48.425,nan
1763,1763,1476,nan,12.2137,497.992,nan
1765,1765,2,nan,6.06574,3.15588,nan
1767,1767,2118,nan,-14.6179,514.515,nan
1768,1768,2251,nan,8.92711,640.969,nan
1769,1769,884,nan,-5.3567,358.298,nan
1773,1773,2897,nan,-3.14473,781.113,nan
1778,1778,1190,nan,-18.2026,382.379,nan
1780,1780,2164,nan,-3.01268,651.324,nan
1781,1781,4224,nan,0.204922,1112.89,nan
1783,1783,1460,nan,-11.3107,453.661,nan
1784,1784,100,nan,-7.92845,64.7306,nan
1785,1785,1282,nan,5.89621,373.502,nan
1787,1787,59,nan,-7.70047,55.312,nan
1788,1788,35,nan,-5.86706,10.399,nan
1789,1789,163,nan,9.55637,30.5649,nan
1790,1790,0,nan,-14.0291,38.754,nan
1791,1791,128,nan,-3.28679,35.7833,nan
1792,1792,51,nan,-2.29687,10.0527,nan
1794,1794,878,nan,-12.439,334.932,nan
1795,1795,3,nan,11.1576,1.60286,nan
1796,1796,111,nan,-22.2664,69.7268,nan
1798,1798,4147,nan,10.4746,1153.12,nan
1799,1799,943,nan,-0.878128,318.015,nan
1800,1800,884,nan,3.55274,321.923,nan
1802,1802,173,nan,-3.19831,85.8535,nan
1805,1805,2653,nan,-10.4325,835.145,nan
1806,1806,227,nan,0.890145,46.2875,nan
1808,1808,20,nan,0.0289621,7.59309,nan
1809,1809,5362,nan,2.71289,1233.82,nan
1810,1810,0,nan,-6.39606,18.1349,nan
1812,1812,3732,nan,-25.2309,1060.15,nan
1815,1815,36,nan,11.6694,15.7912,nan
1816,1816,3171,nan,-6.69375,826.022,nan
1817,1817,48,nan,-35.6181,19.26,nan
1818,1818,2430,nan,8.89654,618.133,nan
1819,1819,4924,nan,2.47202,1509.65,nan
1821,1821,930,nan,-12.3462,285.68,nan
1823,1823,1885,nan,-7.98695,671.214,nan
1825,1825,374,nan,10.8427,124.171,nan
1826,1826,1448,nan,-3.94925,436.235,nan
1827,1827,226,nan,-3.58515,68.0129,nan
1828,1828,14,nan,-6.36179,15.6476,nan
1829,1829,3551,nan,-4.56723,822.955,nan
1832,1832,2019,nan,5.71398,530.759,nan
1834,1834,4403,nan,5.28951,1135.7,nan
1835,1835,2257,nan,0.774741,708.769,nan
1836,1836,1278,nan,3.41216,379.344,nan
1838,1838,281,nan,-8.80028,58.2325,nan
1839,1839,2020,nan,-0.0745996,502.185,nan
1842,1842,1950,nan,-8.46739,564.946,nan
1843,1843,406,nan,-3.474,199.279,nan
1844,1844,5294,nan,-15.5256,1439.81,nan
1845,1845,933,nan,-0.790971,271.151,nan
1847,1847,5710,nan,-1.92321,1375.6,nan
1849,1849,2581,nan,-5.78224,621.097,nan
1851,1851,26,nan,-15.9277,27.6364,nan
1852,1852,2134,nan,2.14784,648.106,nan
1853,1853,48,nan,-4.06162,44.5894,nan
1855,1855,1359,nan,-23.8701,420.693,nan
1856,1856,4822,nan,-3.03776,1346.02,nan
1857,1857,1007,nan,4.09368,240.976,nan
1859,1859,627,nan,-7.2361,210.001,nan
1863,1863,1137,nan,-10.8623,398.911,nan
1866,1866,2319,nan,-5.78021,667.167,nan
1867,1867,2029,nan,11.8153,570.386,nan
1868,1868,1747,nan,-3.49471,628.835,nan
1869,1869,1094,nan,-9.06384,378.786,nan
1870,1870,2362,nan,2.59524,623.74,nan
1871,1871,1022,nan,-1.14577,325.174,nan
1873,1873,1597,nan,-5.54567,464.895,nan
1874,1874,5437,nan,-23.977,1442.5,nan
1875,1875,1461,nan,2.86177,515.632,nan
1877,1877,372,nan,9.16939,192.566,nan
1878,1878,728,nan,-1.14625,130.088,nan
1880,1880,39,nan,-0.883201,16.2724,nan
1881,1881,4,nan,-22.034,63.8906,nan
1883,1883,331,nan,2.92948,60.5468,nan
1884,1884,3055,nan,-8.13812,837.432,nan
1887,1887,211,nan,-13.575,38.5112,nan
1889,1889,3438,nan,-2.34872,917.531,nan
1892,1892,0,nan,-25.1709,2.17842,nan
1894,1894,5658,nan,0.898446,1390.34,nan
1895,1895,47,nan,-10.0574,16.1984,nan
1896,1896,3640,nan,-3.12229,805.757,nan
1901,1901,14,nan,-5.99455,16.1078,nan
1902,1902,0,nan,-17.3256,26.4661,nan
1903,1903,6252,nan,1.44953,1499.44,nan
1908,1908,3319,nan,10.1458,868.251,nan
1909,1909,5630,nan,-1.27628,1615.55,nan
1910,1910,524,nan,-18.4781,139.615,nan
1911,1911,3899,nan,-7.49553,1027.8,nan
1912,1912,1739,nan,-14.9101,580.577,nan
1914,1914,2453,nan,-12.4808,622.982,nan
1916,1916,2,nan,-23.0552,1.61939,nan
1918,1918,685,nan,-15.8037,195.547,nan
1919,1919,398,nan,-1.74581,71.7645,nan
1920,1920,0,nan,-33.3817,2.32277,nan
1921,1921,2691,nan,-31.328,1080.89,nan
1922,1922,385,nan,24.3666,77.5011,nan
1924,1924,221,nan,4.16592,38.3095,nan
1925,1925,4518,nan,-17.26,1110.51,nan
1928,1928,740,nan,-18.4857,226.636,nan
1929,1929,1309,nan,-15.2149,403.792,nan
1932,1932,1,nan,1.00278,5.11778,nan
1933,1933,0,nan,0.149323,2.83406,nan
1935,1935,2512,nan,-13.338,573.192,nan
1936,1936,4346,nan,-5.44811,1047.86,nan
1937,1937,4033,nan,-16.6248,1093.99,nan
1938,1938,11,nan,1.13494,10.8505,nan
1939,1939,739,nan,-1.2627,236.551,nan
1940,1940,301,nan,1.29526,91.2789,nan
1941,1941,0,nan,-14.6352,5.42409,nan
1943,1943,385,nan,-6.24604,91.4027,nan
1946,1946,167,nan,-13.2351,38.2682,nan
1947,1947,458,nan,7.54295,162.034,nan
1948,1948,1210,nan,-14.3242,434.138,nan
1949,1949,1875,nan,-22.1292,572.032,nan
1951,1951,6798,nan,1.83162,1736.31,nan
1952,1952,252,nan,0.150902,88.7535,nan
1953,1953,755,nan,2.20393,267.757,nan
1957,1957,38,nan,4.80182,50.9746,nan
1959,1959,4431,nan,5.03202,1082.32,nan
1963,1963,959,nan,-1.29008,258.04,nan
1966,1966,160,nan,-1.87303,48.2643,nan
1967,1967,2260,nan,0.551139,570.095,nan
1968,1968,433,nan,3.58219,139.998,nan
1969,1969,312,nan,0.349475,70.8864,nan
1971,1971,63,nan,-5.69268,15.5011,nan
1974,1974,503,nan,-1.18098,138.506,nan
1976,1976,4550,nan,-1.34317,1151.67,nan
1977,1977,746,nan,-9.281,171.319,nan
1980,1980,1240,nan,11.9837,306.185,nan
1981,1981,726,nan,-11.258,235.389,nan
1982,1982,0,nan,-11.8843,1.67501,nan
1984,1984,495,nan,11.6537,200.757,nan
1986,1986,56,nan,5.79278,20.9485,nan
1988,1988,1329,nan,0.643313,379.068,nan
1989,1989,116,nan,-11.4435,57.9892,nan
1990,1990,958,nan,-0.962247,372.258,nan
1991,1991,176,nan,-3.23776,97.0111,nan
1994,1994,24,nan,-4.39135,16.0169,nan
1995,1995,5843,nan,-20.34,1455.38,nan
1996,1996,5163,nan,-21.5267,1347.4,nan
1997,1997,203,nan,-10.3837,72.1842,nan
1998,1998,1355,nan,-11.8095,402.717,nan
2000,2000,53,nan,-6.49681,13.086,nan
2001,2001,5251,nan,-0.885358,1347.02,nan
2002,2002,1177,nan,-10.1608,381.073,nan
2006,2006,925,nan,-8.48157,409.605,nan
2007,2007,297,nan,1.08317,84.8797,nan
2009,2009,1149,nan,-14.044,395.525,nan
2010,2010,166,nan,-8.06704,58.566,nan
2011,2011,2781,nan,-4.30132,652.707,nan
2013,2013,4423,nan,-4.59639,1224.15,nan
2016,2016,3462,nan,-14.1979,994.425,nan
2017,2017,95,nan,4.82019,61.8314,nan
2018,2018,797,nan,-2.7588,237.13,nan
2019,2019,73,nan,9.70641,30.2665,nan
2027,2027,946,nan,-15.5974,326.632,nan
2028,2028,5341,nan,-8.98332,1336.99,nan
2032,2032,57,nan,-13.4444,32.3921,nan
2036,2036,1,nan,3.14269,0.95939,nan
2039,2039,28,nan,-19.7797,24.4185,nan
2040,2040,186,nan,-18.114,65.3642,nan
2043,2043,111,nan,-2.40216,72.7,nan
2044,2044,904,nan,-16.805,367.297,nan
2045,2045,50,nan,-5.66427,6.94383,nan
2049,2049,3385,nan,-0.360883,1104.38,nan
